domain,grain,record_id,source_row_id,source_file,source_sheet,source_row_number,year,data_confidence_score,data_confidence_marker,data_quality_issue_count,data_quality_highest_severity,record_date,worker_id,case_id,sex,age,role,worker_category,region,district,commune,fokontany,zone_type,attached_csb,start_date,current_status,inactive_reason,has_training,training_list,has_materials,materials_list,has_financial_support,financial_support_list,reports_monthly_rma,meeting_participation,has_bicycle,transport_mode,distant_hamlet_distance_km,home_visit_travel_duration_hours,households_served,recommended_by_csb
community,worker,chw_b8d71854d28783d91c72b361,b8d71854d28783d91c72b361,data_PROFESS_2026-06-27.xlsx,Sheet1,2,2026,1.0,high,1,info,2026-01-19,D002-0000001,aadf7b6a-04bb-482e-b2ad-408a00a5a54d,female,45,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Belitsake,Accès normale,CSB1 Mangolovolo,2019-05-19,Actif,,oui,autres,oui,sac_a_dos autre,oui,Formation,1-3,oui,non,a_pied,5,6,222,oui
community,worker,chw_0e8667f4844500651cb4e3d7,0e8667f4844500651cb4e3d7,data_PROFESS_2026-06-27.xlsx,Sheet1,3,2026,1.0,high,1,info,2026-01-19,D002-0000007,ae9aee36-9400-4d0f-b50f-c2ad1dde5346,female,50,rc,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Isosa,Accès normale,CSB1 Mangolovolo,2002-07-19,Actif,,oui,sante_maternelle sante_de_lenfant autres,oui,t_shirt sac_a_dos autre,non,,1-3,oui,oui,a_pied,2,2,260,oui
community,worker,chw_a2f6a308dafe5861b8f0326a,a2f6a308dafe5861b8f0326a,data_PROFESS_2026-06-27.xlsx,Sheet1,4,2026,1.0,high,1,info,2026-01-19,D002-0000009,498fe76d-ca6e-473a-a8d5-ca04657874e6,female,56,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Belitsake,Accès normale,CSB1 Mangolovolo,2013-01-01,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,t_shirt gai sac_a_dos autre,oui,Formation /Indemnités,1-3,oui,non,a_pied,5,5,400,oui
community,worker,chw_266431fd09dcdd3ef29900e5,266431fd09dcdd3ef29900e5,data_PROFESS_2026-06-27.xlsx,Sheet1,5,2026,1.0,high,1,info,2026-01-19,D002-0000002,d5599663-82c7-44b8-9a2c-09541d1505b8,female,35,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Belitsake,Accès normale,CSB1 Mangolovolo,2024-06-01,Actif,,non,,oui,t_shirt sac_a_dos,oui,Indemnités,1-3,oui,non,a_pied,6,2,200,oui
community,worker,chw_b8ff2dc2ee25d016202c654f,b8ff2dc2ee25d016202c654f,data_PROFESS_2026-06-27.xlsx,Sheet1,6,2026,1.0,high,1,info,2026-01-19,D002-0000006,7b31999e-128f-4afe-ac63-ba6aedba0242,female,40,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Isosa,Accès normale,CSB1 Mangolovolo,2024-07-25,Actif,,oui,autres,oui,gilet sac_a_dos megaphone autre,oui,Indemnités,1-3,oui,non,a_pied,2,1,500,oui
community,worker,chw_4d884833b9cc0ec96c1ac5d0,4d884833b9cc0ec96c1ac5d0,data_PROFESS_2026-06-27.xlsx,Sheet1,7,2026,1.0,high,1,info,2026-01-19,D002-0000003,de607715-bb2a-459c-9962-80b7970f1f82,female,63,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Belitsake,Eloignés,CSB1 Mangolovolo,2020-01-19,Actif,,oui,autres,oui,gilet,oui,indemnités,1-3,oui,non,a_pied,5,1,250,oui
community,worker,chw_0a0414ea681a9735c3c4c6c5,0a0414ea681a9735c3c4c6c5,data_PROFESS_2026-06-27.xlsx,Sheet1,8,2026,1.0,high,1,info,2026-01-19,D002-0000004,42d8a4aa-75df-4d29-8976-c3b215eba748,female,31,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Belitsake,Accès normale,CSB1 Mangolovolo,2025-07-19,Actif,,oui,sante_maternelle autres,oui,gilet,oui,indemnité,1-3,oui,non,a_pied,6,2,250,oui
community,worker,chw_6d6db16d2e1e31aa67ddb239,6d6db16d2e1e31aa67ddb239,data_PROFESS_2026-06-27.xlsx,Sheet1,9,2026,1.0,high,1,info,2026-01-19,D002-0000005,0080266f-04f7-4c9d-b70f-88af2b261c88,female,46,rc,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Isosa,Accès normale,CSB1 Mangolovolo,2008-01-19,Actif,,oui,sante_maternelle sante_de_lenfant autres,oui,t_shirt,oui,indemnités,1-3,oui,oui,a_pied,4,1,143,oui
community,worker,chw_f6cbb3a9e028c6622061aac9,f6cbb3a9e028c6622061aac9,data_PROFESS_2026-06-27.xlsx,Sheet1,10,2026,1.0,high,1,info,2026-01-19,D002-0000008,0acac106-3378-416c-94fb-503206c8936b,female,40,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Isosa,Accès normale,CSB1 Mangolovolo,2024-07-19,Actif,,oui,autres,oui,gilet,oui,indemnité,1-3,oui,non,a_pied,5,1,129,oui
community,worker,chw_eb064a578f23d5aa619fd377,eb064a578f23d5aa619fd377,data_PROFESS_2026-06-27.xlsx,Sheet1,11,2026,1.0,high,1,info,2026-01-19,D002-0000010,436079f4-4d0b-4876-bfdb-dbed225c9a85,female,46,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Belitsake,Accès normale,CSB1 Mangolovolo,2004-01-19,Actif,,oui,sante_maternelle autres,oui,gilet,oui,indemnité,1-3,oui,non,a_pied,1,1,200,oui
community,worker,chw_4830964380d4c6f9c7cbe8e9,4830964380d4c6f9c7cbe8e9,data_PROFESS_2026-06-27.xlsx,Sheet1,12,2026,1.0,high,1,info,2026-01-20,D002-0000011,96d8c322-eb72-48d8-9ce9-cffd46b91ac9,female,40,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Tsianihy,Eloignés,CSB2 Morombe,2020-01-20,Actif,,oui,sante_maternelle sante_de_lenfant vaccination autres,oui,t_shirt gai sac_a_dos autre,oui,indemnite de formation,1-3,pas_de_regroupement_les_3_derniers_mois,non,autre,5,2,300,
community,worker,chw_e7c2b01ad70fc675c577de56,e7c2b01ad70fc675c577de56,data_PROFESS_2026-06-27.xlsx,Sheet1,13,2026,1.0,high,1,info,2026-01-20,D002-0000017,c3adcd74-c5ed-4eb2-bcc8-a3218d275ec8,male,30,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Avaradrova,Accès normale,CSB2 Morombe,2024-01-20,Actif,,oui,autres,oui,t_shirt gilet gai sac_a_dos,oui,indemnité,1-3,oui,oui,a_pied,1,1,250,oui
community,worker,chw_a9867c782c40cb8f63952db9,a9867c782c40cb8f63952db9,data_PROFESS_2026-06-27.xlsx,Sheet1,14,2026,1.0,high,1,info,2026-01-20,D002-0000017,c3adcd74-c5ed-4eb2-bcc8-a3218d275ec8,male,30,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Avaradrova,Accès normale,CSB2 Morombe,2024-01-20,Actif,,oui,autres,oui,t_shirt gilet gai sac_a_dos,oui,indemnité,1-3,oui,oui,a_pied,1,1,250,oui
community,worker,chw_1cb39b2519d85a038abf904e,1cb39b2519d85a038abf904e,data_PROFESS_2026-06-27.xlsx,Sheet1,15,2026,1.0,high,1,info,2026-01-20,D001-0000014,3f4d756d-1181-451b-8013-c30ad1657312,female,27,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Ambohitse,Accès normale,CSB2 Morombe,2024-07-20,Actif,,oui,vaccination,oui,sac_a_dos autre,oui,Indemnités de formation,1-3,oui,non,a_pied,5,1,1100,oui
community,worker,chw_2552876c66867eb9f0470cec,2552876c66867eb9f0470cec,data_PROFESS_2026-06-27.xlsx,Sheet1,16,2026,1.0,high,1,info,2026-01-20,D002-0000011,fe70a9e6-bc73-4ada-a089-5f8b90983a7c,female,34,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Tsihaky,Accès normale,CSB2 Morombe,2024-07-20,Actif,,oui,sante_de_lenfant vaccination autres,non,,non,,aucun,oui,non,a_pied,0,0,206,oui
community,worker,chw_ad11e40c5b0416093f539066,ad11e40c5b0416093f539066,data_PROFESS_2026-06-27.xlsx,Sheet1,17,2026,1.0,high,1,info,2026-01-20,D002-0000011,fe70a9e6-bc73-4ada-a089-5f8b90983a7c,female,34,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Tsihaky,Accès normale,CSB2 Morombe,2024-07-20,Actif,,oui,sante_de_lenfant vaccination autres,non,,non,,aucun,oui,non,a_pied,0,0,206,oui
community,worker,chw_81c9112e7f9db7e276d057bf,81c9112e7f9db7e276d057bf,data_PROFESS_2026-06-27.xlsx,Sheet1,18,2026,1.0,high,1,info,2026-01-20,D002-0000018,04b1d1ed-1abc-4d46-89fd-99c02449f524,female,39,rc,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Tsihaky,Accès normale,CSB2 Morombe,2024-01-20,Actif,,oui,sante_maternelle tb vih,non,,non,,1-3,oui,non,a_pied,1,1,350,oui
community,worker,chw_b3b3451b4e4fe0a19df04863,b3b3451b4e4fe0a19df04863,data_PROFESS_2026-06-27.xlsx,Sheet1,19,2026,1.0,high,1,info,2026-01-20,D002-0000015,039eaeee-e9b2-4934-88d7-44ddfb38ddda,female,38,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Ambohitse,Accès normale,CSB2 Morombe,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant vaccination autres,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,5,1,1100,oui
community,worker,chw_939f9b6a15907ed4564f9cf6,939f9b6a15907ed4564f9cf6,data_PROFESS_2026-06-27.xlsx,Sheet1,20,2026,1.0,high,1,info,2026-01-20,D002-0000019,4cd0535f-b1a5-4041-badd-67ce76089b97,female,52,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Ambohitse,Accès normale,CSB2 Morombe,2017-01-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,gilet gai sac_a_dos autre,oui,"indemnité , bonus",1-3,oui,non,a_pied,5,2,250,oui
community,worker,chw_e26126fd5963381118bea544,e26126fd5963381118bea544,data_PROFESS_2026-06-27.xlsx,Sheet1,21,2026,1.0,high,1,info,2026-01-20,D002-0000016,dabd5e9b-3d95-4541-ba93-6a1e95a1389d,male,30,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Avaradrova,Accès normale,CSB2 Morombe,2021-11-02,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination tb vih,oui,sac_a_dos,oui,Indemnités de Formation,1-3,oui,non,a_pied,16,4,850,oui
community,worker,chw_79a90054d6420b48b55f3a49,79a90054d6420b48b55f3a49,data_PROFESS_2026-06-27.xlsx,Sheet1,22,2026,1.0,high,1,info,2026-01-20,D002-0000012,9ae98bb2-b4e1-439a-ba94-a55eb93717e0,female,60,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Tsihaky,Accès normale,CSB2 Morombe,2009-02-02,Actif,,oui,sante_maternelle sante_de_lenfant vaccination tb autres,oui,gai sac_a_dos autre,oui,Indemnités de formation et bonus,1-3,oui,non,a_pied,1,3,650,oui
community,worker,chw_33882b36cee94cbd165551ec,33882b36cee94cbd165551ec,data_PROFESS_2026-06-27.xlsx,Sheet1,23,2026,1.0,high,1,info,2026-01-20,D002-0000020,d40e4caf-8700-4969-bdd7-567247fd1308,female,59,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Avaradrova,Accès normale,CSB1 Mangolovolo,2011-01-20,Actif,,oui,sante_maternelle,oui,gilet gai,oui,indemnité,1-3,oui,non,a_pied,15,2,450,oui
community,worker,chw_89f01a4103d63a18ce224b32,89f01a4103d63a18ce224b32,data_PROFESS_2026-06-27.xlsx,Sheet1,24,2026,1.0,high,1,info,2026-01-20,D002-0000021,4f2f446e-eeee-4dea-b5f9-0483f12f4efe,female,51,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Tsinjorano,Accès normale,CSB2 Morombe,2023-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de formation,1-3,oui,non,a_pied,10,1,800,oui
community,worker,chw_d257813a5a963212e6b603ca,d257813a5a963212e6b603ca,data_PROFESS_2026-06-27.xlsx,Sheet1,25,2026,1.0,high,1,info,2026-01-20,D002-0000022,5cdcdd6d-898c-431b-bdf4-08dd82990dde,female,63,rc,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Tsihaky,Accès normale,CSB2 Morombe,2007-01-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition,oui,gai,oui,indemnité,1-3,oui,non,a_pied,1,1,325,oui
community,worker,chw_884b0042be4c154f3e02faf6,884b0042be4c154f3e02faf6,data_PROFESS_2026-06-27.xlsx,Sheet1,26,2026,1.0,high,1,info,2026-01-20,D002-0000013,880439ba-494f-43fa-b222-913d71b70ef4,female,45,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Morombe,Tsinjorano,Accès normale,CSB2 Morombe,2014-01-01,Actif,,oui,tb autres,non,,oui,Indemnités des activités,1-3,oui,non,a_pied,2,6,1000,oui
community,worker,chw_13fee9fdc415628f31e7a3fd,13fee9fdc415628f31e7a3fd,data_PROFESS_2026-06-27.xlsx,Sheet1,27,2026,1.0,high,1,info,2026-01-21,D002-0000033,9b46dbd2-e9d2-4564-a31b-13814ac0c24c,male,63,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Ambahikily,Accès normale,CSB2 Ambahikily,2014-01-01,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,3,1,3400,oui
community,worker,chw_c3129e7116fab1d92c79fecc,c3129e7116fab1d92c79fecc,data_PROFESS_2026-06-27.xlsx,Sheet1,28,2026,1.0,high,1,info,2026-01-21,D002-0000034,ed089347-8feb-448c-827d-1b78375b9c42,female,29,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Ambahikily,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination tb,oui,gilet sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,23,1,3400,oui
community,worker,chw_d3e8391d9c6400df84be1310,d3e8391d9c6400df84be1310,data_PROFESS_2026-06-27.xlsx,Sheet1,29,2026,1.0,high,1,info,2026-01-21,D002-0000035,0f24f847-6b0a-4d55-baec-0a138c255ef6,female,63,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Ambahikily,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,non,,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,5,1,3400,oui
community,worker,chw_528c15d31177931cc2023927,528c15d31177931cc2023927,data_PROFESS_2026-06-27.xlsx,Sheet1,30,2026,0.85,high,2,warning,2026-01-21,D002-0000035,ceaa9d57-8e05-451a-8581-f318d366a281,female,29,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,16,2,80,oui
community,worker,chw_b75d71dca71c2a4cbce686ff,b75d71dca71c2a4cbce686ff,data_PROFESS_2026-06-27.xlsx,Sheet1,31,2026,1.0,high,1,info,2026-01-21,D001-0000036,53199cf2-0d26-4c02-9b0f-d2892981bb2a,female,49,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités,1-3,oui,non,a_pied,5,2,100,oui
community,worker,chw_ae84abe0b6999b5535015f36,ae84abe0b6999b5535015f36,data_PROFESS_2026-06-27.xlsx,Sheet1,32,2026,1.0,high,1,info,2026-01-21,D002-0000037,6df975d1-0ae6-4062-aa78-72c7c1fcccc9,male,37,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnintés de Formation,1-3,oui,non,a_pied,5,1,120,oui
community,worker,chw_a73174622b4cad7c8c842e14,a73174622b4cad7c8c842e14,data_PROFESS_2026-06-27.xlsx,Sheet1,33,2026,1.0,high,1,info,2026-01-21,D002-0000038,a0d74279-f7d2-4ddb-affd-bddfb73e7bea,male,29,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,11,3,130,oui
community,worker,chw_9248b108336a5a6495152443,9248b108336a5a6495152443,data_PROFESS_2026-06-27.xlsx,Sheet1,34,2026,1.0,high,1,info,2026-01-21,D002-0000039,88dca4aa-868d-4d98-80b1-fe4b1a47daed,male,33,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Andranomanintsy,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos,oui,Indemnités de Formation,1-3,oui,non,a_pied,15,2,300,oui
community,worker,chw_6a1e0a3365c4383c0dda1bb6,6a1e0a3365c4383c0dda1bb6,data_PROFESS_2026-06-27.xlsx,Sheet1,35,2026,1.0,high,1,info,2026-01-21,D002-0000042,04d06ae1-7f95-483d-9d0c-3a348c02ae22,male,26,rc,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-07-21,Non-Actif,Ne rapporte pas de RMA,oui,nutrition vaccination vih autres,oui,gai sac_a_dos autre,non,,aucun,non,non,a_pied,3,3,120,oui
community,worker,chw_92e71481485b7502f56f79c7,92e71481485b7502f56f79c7,data_PROFESS_2026-06-27.xlsx,Sheet1,36,2026,1.0,high,1,info,2026-01-21,D002-0000043,595815dc-3ecf-495b-90d1-1c8b9fd56489,male,35,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2022-09-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,sac_a_dos autre,oui,Bonus de performance/Indemintés,1-3,oui,non,a_pied,8,8,800,oui
community,worker,chw_b21d9a4d43a5624599660b73,b21d9a4d43a5624599660b73,data_PROFESS_2026-06-27.xlsx,Sheet1,37,2026,1.0,high,1,info,2026-01-21,D002-0000044,4436e584-23b8-48de-a1d1-bab662bf90f7,male,28,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tongoarahamba,Accès normale,CSB2 Ambahikily,2014-08-21,Actif,,non,,oui,gai sac_a_dos autre,non,,aucun,oui,non,a_pied,7,4,100,oui
community,worker,chw_4340e0d60fc24cfefdd96de3,4340e0d60fc24cfefdd96de3,data_PROFESS_2026-06-27.xlsx,Sheet1,38,2026,1.0,high,1,info,2026-01-21,D002-0000045,1e2bd732-c20d-46a4-a10c-b3c4591ee19f,male,25,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2023-08-20,Actif,,oui,autres,oui,gilet sac_a_dos autre,non,,1-3,oui,non,a_pied,7,4,120,oui
community,worker,chw_05efc8f90d17002ed2075da1,05efc8f90d17002ed2075da1,data_PROFESS_2026-06-27.xlsx,Sheet1,39,2026,1.0,high,1,info,2026-01-21,D002-0000046,49011376-7441-491a-9554-f242dffc1751,male,49,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-08-20,Actif,,oui,autres,oui,sac_a_dos autre,non,,aucun,oui,non,a_pied,3,7,50,oui
community,worker,chw_11ce2781cf971e3ce231fdff,11ce2781cf971e3ce231fdff,data_PROFESS_2026-06-27.xlsx,Sheet1,40,2026,1.0,high,1,info,2026-01-21,D002-0000047,416140eb-1232-43dd-bc69-7f11d7a6dbcd,male,31,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2016-10-12,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination vih,oui,gai sac_a_dos autre,oui,indemintés/Formation,1-3,oui,non,a_pied,12,5,629,oui
community,worker,chw_581463eb077dafa55d3816a7,581463eb077dafa55d3816a7,data_PROFESS_2026-06-27.xlsx,Sheet1,41,2026,1.0,high,1,info,2026-01-21,D002-0000048,80a84100-204c-4f8d-9c6b-cbc1f1526fc0,female,60,rc,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tongoarahamba,Accès normale,CSB2 Ambahikily,2006-09-17,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination autres,oui,t_shirt gilet gai telephone sac_a_dos autre,non,,1-3,oui,oui,a_pied,2,5,354,oui
community,worker,chw_416c849750c7a52dbb78d3be,416c849750c7a52dbb78d3be,data_PROFESS_2026-06-27.xlsx,Sheet1,42,2026,1.0,high,1,info,2026-01-21,D002-0000049,5449a83f-79a8-4a0c-85f1-6384c8cf5f8c,male,33,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Andranomanintsy,Accès normale,CSB2 Ambahikily,2024-08-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination autres,oui,gai sac_a_dos autre,oui,"formation, bonus",1-3,oui,non,a_pied,9,4,138,oui
community,worker,chw_b82b0f0bfae9664a09dcc363,b82b0f0bfae9664a09dcc363,data_PROFESS_2026-06-27.xlsx,Sheet1,43,2026,1.0,high,1,info,2026-01-21,D002-0000050,4bf588c3-0947-4ef5-ac70-385fad811286,female,60,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Ambahikily,Accès normale,CSB2 Ambahikily,2006-09-07,Actif,,oui,sante_maternelle sante_de_lenfant vaccination autres,oui,gai sac_a_dos autre,oui,Indemités /Bonus,1-3,oui,non,a_pied,9,8,792,oui
community,worker,chw_1d01ba9f3a0e085e29c11dc3,1d01ba9f3a0e085e29c11dc3,data_PROFESS_2026-06-27.xlsx,Sheet1,44,2026,1.0,high,1,info,2026-01-21,D002-0000051,f0b5d50d-c84b-49f2-8d92-c4ad702f51f0,female,51,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Antanivao,Accès normale,CSB2 Ambahikily,2004-01-01,Actif,,oui,sante_maternelle vaccination,oui,sac_a_dos autre,oui,Bonus,1-3,oui,non,a_pied,1,43,28,oui
community,worker,chw_acf3fbfdaeabfbaeb1fd4104,acf3fbfdaeabfbaeb1fd4104,data_PROFESS_2026-06-27.xlsx,Sheet1,45,2026,1.0,high,1,info,2026-01-21,D002-0000072,dcc88101-86a7-4040-a415-03de7a4e147c,female,53,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tongoarahamba,Accès normale,CSB2 Ambahikily,2024-07-21,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination autres,oui,gai sac_a_dos autre,oui,Formation,aucun,oui,non,a_pied,3,8,185,oui
community,worker,chw_ab7f6e81932d15183d3c3c40,ab7f6e81932d15183d3c3c40,data_PROFESS_2026-06-27.xlsx,Sheet1,46,2026,1.0,high,1,info,2026-01-21,D002-0000073,adc89fb2-14e6-475f-a4a4-217c3e07b417,male,41,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Andranomanintsy,Accès normale,CSB2 Ambahikily,2023-07-20,Actif,,oui,nutrition vaccination,oui,sac_a_dos autre,oui,Formation/ Bonus,1-3,oui,non,a_pied,15,5,180,oui
community,worker,chw_2f7a98790aa9d0ea12276a92,2f7a98790aa9d0ea12276a92,data_PROFESS_2026-06-27.xlsx,Sheet1,47,2026,1.0,high,1,info,2026-01-21,D002-0000074,2ff9a1a6-509f-4fc4-a5e0-3333082fb5ad,male,46,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Ambahikily,Accès normale,CSB2 Ambahikily,2020-06-19,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,gai sac_a_dos autre,oui,Indemnités/Bonus,1-3,oui,non,a_pied,9,5,480,oui
community,worker,chw_bafa41fb3a5831ff791f52d3,bafa41fb3a5831ff791f52d3,data_PROFESS_2026-06-27.xlsx,Sheet1,48,2026,1.0,high,1,info,2026-01-21,D002-0000075,34f0121e-eeb1-4d02-a701-b02e2170c219,male,34,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Andranomanintsy,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Formation /Bonus,1-3,oui,non,a_pied,1,3,350,oui
community,worker,chw_b8f32bf54c46d31f27cdf6b9,b8f32bf54c46d31f27cdf6b9,data_PROFESS_2026-06-27.xlsx,Sheet1,49,2026,1.0,high,1,info,2026-01-21,D002-0000076,789c3fd1-6ec2-40ce-98d6-6fdcfbc8bad8,female,70,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Andranomanintsy,Accès normale,CSB2 Ambahikily,2006-07-01,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,gilet gai telephone sac_a_dos autre,oui,Bonus,1-3,oui,oui,a_pied,0,4,120,oui
community,worker,chw_e9f1f176253665460fd3862c,e9f1f176253665460fd3862c,data_PROFESS_2026-06-27.xlsx,Sheet1,50,2026,1.0,high,1,info,2026-01-21,D002-0000077,2ed20203-7017-4285-a1cb-4c67c3318d11,male,25,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2023-07-20,Actif,,oui,vaccination autres,oui,sac_a_dos autre,oui,Formation,1-3,non,non,a_pied,1,1,80,oui
